# alloc / self-tagging (1-tag)
compiler,  0.9628286491387126
dynamic,  0.8746824724809483
earley,  0.9004854368932039
graphs,  0.9133218419108594
matrix,  0.91365171249397
maze,  0.910377358490566
nboyer,  1.145475372279496
parsing,  1.2094240837696335
peval,  0.8765527950310559
sboyer,  0.9384309831181727
scheme,  1.034274193548387
slatex,  0.9720496894409938
fibfp,  0.36980306345733044
fft,  0.7893738140417458
mbrot,  0.35719433101128995
nucleic,  0.3605603448275862
pnpoly,  1.0177982860909691
ray,  0.35278573001541513
simplex,  0.686052773290253
sum1,  0.8818969448244414
sumfp,  0.4566126502875065
