# gambit / gambit
compiler,  1.0099700897308075
dynamic,  1.0025115110925074
earley,  1.0108459869848156
graphs,  0.9876543209876543
matrix,  0.9583333333333334
maze,  1.0057581573896353
nboyer,  1.0203045685279188
parsing,  1.035143769968051
peval,  1.0387770320656227
sboyer,  0.965962441314554
scheme,  0.9598092643051771
slatex,  1.0225563909774436
fibfp,  1.4891304347826086
fft,  0.5595567867036011
mbrot,  1.4086956521739131
nucleic,  1.1372950819672132
pnpoly,  1.1888111888111887
ray,  1.128526645768025
simplex,  1.0807453416149069
sum1,  0.994824016563147
sumfp,  1.556985294117647
