# NuN-boxing / self-tagging (1-tag) self-tagging (2-tag) self-tagging (3-tag) NaN-boxing
compiler,  0.9505915100904663,  0.9707724425887265,  0.9784272790535838,  1.0201809324982603
dynamic,  1.0270034843205575,  1.0270034843205575,  1.0548780487804879,  1.1498257839721255
earley,  0.9823848238482384,  0.8807588075880759,  1.0264227642276422,  1.0806233062330624
graphs,  1.1941494690442798,  1.0689240633139652,  0.8855940693247846,  1.186335403726708
matrix,  0.920883164673413,  0.9254829806807727,  0.9553817847286109,  1.0068997240110396
maze,  0.8568665377176016,  0.8810444874274661,  0.960348162475822,  1.0328820116054158
nboyer,  0.9710144927536232,  0.979539641943734,  0.9820971867007673,  0.9735720375106565
parsing,  0.9943135662063363,  0.966693744922827,  1.040617384240455,  1.158407798537774
peval,  1.0032894736842106,  1.0049342105263157,  0.9991776315789473,  1.0616776315789473
sboyer,  0.956140350877193,  0.9868421052631579,  0.9685672514619883,  1.1323099415204678
scheme,  0.9582971329278888,  1.0086880973066898,  1.0130321459600347,  1.0399652476107732
slatex,  1.005427408412483,  0.9972862957937585,  0.9986431478968792,  1.0502035278154682
fibfp,  1.3884444444444444,  1.3546666666666667,  1.1537777777777778,  0.8044444444444444
fft,  1.0655848546315079,  2.0865449628127113,  0.933739012846518,  0.7552400270453009
mbrot,  1.757020757020757,  1.5177045177045176,  1.2442002442002442,  0.7167277167277167
nucleic,  1.2440033085194375,  1.2522746071133168,  1.15136476426799,  0.9991728701406121
pnpoly,  1.170731707317073,  1.332520325203252,  0.8991869918699187,  0.8528455284552846
ray,  1.3013803680981595,  1.3090490797546013,  1.0030674846625767,  0.9194785276073619
simplex,  0.9705479452054795,  1.0582191780821917,  1.0171232876712328,  1.0294520547945205
sum1,  0.992998352553542,  1.0024711696869852,  0.9954695222405272,  1.0156507413509062
sumfp,  1.8581997533908754,  1.3933415536374847,  1.5104808877928484,  0.8199753390875463
