# alloc / alloc
compiler,  0.9968934242543738, 0.9959492355505095, 0.9980564028057076
dynamic,  1.0053953572723975, 1.0050480623904239, 1.005803760353062
earley,  0.8631656153733314, 0.8628609437358166, 0.8637902026762657
graphs,  0.9112065736060873, 0.9118261788987724, 0.9123978779514732
matrix,  1.0074688709626662, 1.007486962087745, 1.00823198564518
maze,  1.0016222495193334, 1.0021112269168069, 1.0025321360806008
nboyer,  0.9972811427831604, 0.9972805853216355, 0.9976259078204754
parsing,  0.9998770603370303, 0.9998243148278285, 1.0002986647926915
peval,  0.996454780728188, 0.9960101784780161, 0.997402182875686
sboyer,  0.9998661503895979, 1, 1.0002964407979038
scheme,  0.9956795527066331, 0.9961381960666114, 0.9965714716298696
slatex,  0.9635031905681098, 1.0118740984957757, 1.2528796620647022
fft,  0.7411017490387114, 0.7416285025410916, 0.7418973778050081
fibfp,  0.34898755119660774, 0.34935980685626206, 0.34941729011160266
mbrot,  0.27205111187585007, 0.2721824114917272, 0.272254152796681
nucleic,  0.38131027093219044, 0.38154652216352025, 0.38167783560432633
pnpoly,  0.8123696838803239, 0.8123855781804595, 0.8129148763932997
ray,  0.3017528788186399, 0.30185360187592636, 0.3020248120464819
simplex,  0.5990583614261353, 0.5995102277265526, 0.5998700962428849
sumfp,  0.2498678587746253, 0.25007757638807926, 0.2502067208954019
sum1,  0.8464987130985484, 0.8471808552998328, 0.8480011149159831
