# alloc / self-tagging (1-tag)
compiler,  0.9950792389852368, 0.9886409959565551, 1.0015174820139185
dynamic,  1.0283162529400944, 1.0191421816809694, 1.0374903241992195
earley,  1.0413326392386977, 0.9686933461170938, 1.1139719323603015
graphs,  0.9942278891922062, 0.8495009945699346, 1.1389547838144778
matrix,  0.9978752982282805, 0.988730592740593, 1.007020003715968
maze,  1.0068383387910829, 0.9985386416196823, 1.0151380359624833
nboyer,  1.0022793501866314, 0.9953084376955545, 1.0092502626777082
parsing,  1.004526890280453, 1.0000761239786804, 1.0089776565822255
peval,  0.9815618788693499, 0.9799148761167781, 0.9832088816219217
sboyer,  1.0169761663762817, 1.0076778271159053, 1.0262745056366582
scheme,  1.0120785118764382, 0.9831235911224413, 1.041033432630435
slatex,  1.0019958987329483, 0.9944193444466989, 1.0095724530191976
fft,  0.6886198353642975, 0.6794270293720733, 0.6978126413565217
fibfp,  0.4118538959438136, 0.409133325712661, 0.41457446617496624
mbrot,  0.35025137817684826, 0.3449266819604654, 0.35557607439323113
nucleic,  0.37724280142853983, 0.37556603323944165, 0.378919569617638
pnpoly,  0.9131664180113617, 0.8997683704607542, 0.9265644655619691
ray,  0.31345979756282105, 0.3088066410455741, 0.318112954080068
simplex,  0.6677390995862696, 0.6587676096476941, 0.6767105895248452
sumfp,  0.3995320221472609, 0.396699008446327, 0.40236503584819483
sum1,  0.9036141952513264, 0.8946653901508839, 0.9125630003517689
